1540002|01540|R|4621979|498991|za les grands varays rte de neuville|Vonnas
1540003|01540|R|4621300|499500|zac les grand varays route de neuville|Vonnas
1560001|01560|R|4645900|507500|Route de Pont-de-Vaux|Saint-Trivier-de-Courtes
1570001|01570|R|4632900|488500|195 Grande Rue|FEILLENS
1590001|01590|R|4632200|565600|18, Rue du 21 Juillet 1944|DORTAN
1590002|01590|R|4632500|567200|ZAC sous la Combe|LAVANCIA-EPERCY
1600001|01700|R|4582800|497200|Rue du Figuier|MIRIBEL
1600002|01600|R|4593472.4745|479062.770497|324 Route de Lyon|TREVOUX
1600003|01600|R|4590400|482000|Avenue Lavoisier|MASSIEUX
1630001|01630|R|4624200|602500|RUE DE GENEVE -|SAINT-GENIS-POUILLY
1630003|01630|R|4626326|602950|148 Rue des Chalets|SAINT-GENIS-POUILLY
1630004|01630|R|4618300|592900|ZA DU PRE MUNNY|PéRON
1630005|01630|R|4625355.0323499|602703.33349454|50 Rue de la Faucille|SAINT-GENIS-POUILLY
1640001|01640|R|4603500|539000|573 route de Genève|Saint-Jean-le-Vieux
1640003|01640|R|4603487.6030469|538945.26948339|573 route de Geneve|Saint-Jean-le-Vieux
1700003|01700|R|4587100|491200|RN 83|Miribel
1700004|01700|A|4582600|499900|ZAC des Baterses|BEYNOST
1710001|01710|R|4622700|599300|route de Bellegarde|THOIRY
1750001|01750|R|4629900|488100|223 route de Bourg-en-Bresse|Replonges
1800001|01800|R|4590100|519100|47 Route de Lyon|MEXIMIEUX
1800002|01800|R|4582100|520000|11 route de Port-Galland|Saint-Maurice-de-Gourdans
1800003|01800|R|4591162.3208373|518971.44887676|ROUTE DE CHALAMONT|Meximieux
1960001|01960|R|4618200|521400|Chemin de Bellevue|PERONNAS
1960003|01960|R|4619090|521152|148 Avenue de Lyon|PéRONNAS
1960004|01960|R|4619089|521157|148 Avenue de Lyon|PéRONNAS
1960005|01960|R|4612800|516300|50 RUE DES ACACIAS|SERVAS
1960006|01960|R|4619100|521100|148 AVENUE DE LYON|Péronnas
1980001|01360|R|4577900|521300|63 Rue du Bugey|LOYETTES
2000002|02000|R|4954800|361600|ZAC ILE DE FRANCE|LAON
2000003|02000|R|4957005.31713|360820.562241|16 RUE FERNAND CHRIST|LAON
2000004|02000|R|4956949|364013|44 Avenue Charles de Gaulle|Laon
2000005|02000|R|4956900|364600|97 Avenue Charles de Gaulle|Laon
2000007|02000|R|4957000|362100|16 Boulevard Pierre Brossolette|Laon
2000008|02000|R|4958700|364900|rue Jean Jaures|CHAMBRY
2000009|02000|R|4958257.0669759|364425.13545677|167 Avenue Pierre Mendès France|Laon
2000010|02000|R|4956363.2230136|364568.61996276|RUE DU DR MENU|Laon
2000011|02000|R|4957100|365500|ZAC DU CHAMP DU ROY|Laon
2100001|02100|R|4985800|325300|route d'Amiens|St Quentin
2100003|02100|R|4984585.04082|330106.71352|51 Avenue du Général de Gaulle|SAINT-QUENTIN
2100006|02100|R|4983410|329966|Boulevard Camille Guérin|SAINT-QUENTIN
2100008|02100|R|4984400|327900|46 Avenue Faidherbe|Saint-Quentin
2100009|02100|R|4984300|332300|Route de Guise|HARLY
2100011|02100|R|4984800|327200|98 rue Alexandre Dumas|SAINT-QUENTIN
2100012|02100|R|4986500|329100|Route de BOHAIN|Saint-Quentin
2100013|02100|R|4985366.40026|326295.970618|Rue Antoine Parmentier|SAINT-QUENTIN
2100014|02100|R|||60 BIS RUE DE LA FERE|SAINT QUENTIN
2100017|02100|R|4983290|330705|Rue de la Fère|Saint-Quentin
2100018|02100|R|4984200|328400|25 Boulevard Victor Hugo|SAINT-QUENTIN
2100019|02100|R|4984785|330117|153 Rue de Mulhouse|SAINT-QUENTIN
2100020|02100|R|4983410|329966|BLD CAMILLE GUERIN|Saint-Quentin
2100021|02100|R|4982437.906|331075.437|rue de la Fère|Neuville-Saint-Amand
2100022|02100|R|4984852.62|328563.36|Boulevard du Dr Camille Guérin|Saint-Quentin
2110001|02110|R|4998399|346112|Rue Olivier Deguise|BOHAIN-EN-VERMANDOIS
2110002|02110|R|4998100|345100|rue de Saint-Quentin|BOHAIN-EN-VERMANDOIS
2110003|02110|R|4998123|345431|ROUTE DE SAINT QUENTIN|BOHAIN-EN-VERMANDOIS
2110004|02110|R|4998291.82|345337.16|87 rue de st quentin|Bohain-en-Vermandois
2120002|02120|R|4990087.69446|362952.308716|56 place du Jeu de Paume|GUISE
2120003|02120|R|4990316|362899|RUE SADI CARNOT|GUISE
2120004|02120|R|4990249|363841|Rue des Docteurs Devillers|GUISE
2120005|02120|R|4989600|362600|56, rue du jeu de Paume|Guise
2120006|02120|R|4989400|363500|1 RUE SADI CARNOT|GUISE
2130001|02130|R|4920100|351100|Rue du Stade|FèRE-EN-TARDENOIS
2130003|02130|A|4907771|337046|Aire de Tardenois - A4|Fresnes-en-Tardenois
2130004|02130|R|4920375|350870| Avenue de la Gare|FèRE-EN-TARDENOIS
2130005|02130|A|4907771|337046|autoroute A4 aire de tardenois sud|Fresnes-en-Tardenois
2130006|02130|A|4907771|337046|Autoroute de l'Est|Fresnes-en-Tardenois
2140003|02140|R|4983877.7788156|391678.79440021|ZI de la Briquetterie|Vervins
2140004|02140|R|4984255.98351|390542.388726|73, Hameau Chaussée de Fontaine - RN2|FONTAINE-LèS-VERVINS
2170001|02170|R|5001300|378100|RUE DES VERRIERS|LE NOUVION-EN-THIéRACHE
2190001|02190|R|4943489|396701|3 RUE PIERRE CURTIL|Guignicourt
2190002|02190|A|4944757.66624|392632.110989|AUT A 26- AIRE DU MONT NIZY|JUVINCOURT-ET-DAMARY
2190003|02190|A|4944872|392652|A26 - Aire du Champ Roland|Guignicourt
2190004|02190|R|4943488|396705|3 Rue Pierre Curtil|GUIGNICOURT
2190005|02190|A|4944508.4070022|392761.87076699|AUT A 26- AIRE DU MONT NIZY|Juvincourt-et-Damary
2190006|02190|R|4943502.1034713|396692.20814759|3 RUE PIERRE CURTIL|GUIGNICOURT
2190007|02190|R|4943503.6675202|396689.49241097|3 Rue Pierre Curtil|Guignicourt
2200001|02200|R|4936994|331490|3 Avenue Raymonde Fiolet|Soissons
2200002|02200|R|4937102|334074|9 Rue de Villeneuve|SOISSONS
2200004|02200|R|4937019.89873|335468.646813|ROUTE DE REIMS|BILLY-SUR-AISNE
2200005|02200|R|4936808|332914|50 Avenue de Château-Thierry|Soissons
2200006|02200|R|4938135.44743|330178.391501|AVENUE DE COMPIEGNE|MERCIN-ET-VAUX
2200007|02200|R|4938600|333300|1 Place de Laon|Soissons
2200008|02200|R|4936400|330400|183 ROUTE DE PARIS|Vauxbuin
2200010|02200|R|4937046|332985|43 Avenue de Château-Thierry|Belleu
2200011|02200|R|4938127|330822|Avenue de Compiègne|MERCIN-ET-VAUX
2200012|02200|R|4936299|340346|Rue d'Acy|Venizel
2200013|02200|R|4938100|330200|AV.DE COMPIEGNE - RN.31|Mercin-et-Vaux
2200014|02200|R|4936800|332900|50 BIS ROUTE DE CHATEAU THIERRY|SOISSONS
2200015|02200|R|4937100|334100|9 ET 11 RUE DE VILLENEUVE|SOISSONS
2210001|02210|R|4920266.4|336518.9|11 Avenue de la Gare|OULCHY-LE-CHâTEAU
2220001|02220|R|4934100|352900|34 BD DE MONTPELLIER|BRAINE
2230002|02230|R|4995800|343000|1000 rue jean jaures|Fresnoy-le-Grand
2240001|02240|R|4980095|346696|74 Rue Blondel|RIBEMONT
2240002|02140|R|4984300|390500|73 chaussee de fontaine|Fontaine-lès-Vervins
2250001|02250|R|4974300|377300|Rue Saint Nicolas|MARLE
2250002|02250|R|4975078|377406|Route de Thiernu|Marle
2250003|02250|R|4974792|377165|24 AVENUE CARNOT|Marle
2250004|02250|R|4975000|377200|18 route de Thiernu|Marle
2260001|02260|R|4997300|391800|rue de l'armistice|LA CAPELLE
2270001|02270|R|4968900|362200|2 AVENUE DE LA LIBERATION|Crécy-sur-Serre
2280001|02820|R|4953100|385600|CD 24, route de liesse|SAINT-ERME-OUTRE-ET-RAMECOURT
2290001|02290|R|4940023.25424|311391.330343|9 AVENUE DE LA GARE|RESSONS-LE-LONG
2290002|02290|R|4939680.7142795|311562.94899994|AVENUE DE LA GARE|Ressons-le-Long
2300001|02300|R|4964287|325950|RD 338|Viry-Noureuil
2300002|02300|R|4959100|323400|CHEMIN DEPARTEMENTAL 937|AUTREVILLE
2300003|02300|R|4961836|322189|108 Rue Pasteur|Chauny
2300005|02300|R|4961093|322022|9 Rue Anatole France|Chauny
2300006|02300|R|4962645|321575|Boulevard de l'Europe|Chauny
2300009|02300|R|4951975.29|314929.08|24 rue du point du jour|Blérancourt
2310001|02310|R|4897600|328000|route de pavant|CHARLY
2310002|02130|R|4919600|351400|47 Rue Jules Lefèbvre|Fère-en-Tardenois
2320001|02320|R|4949900|345100|34 bis rue du 7ème Bca|PINON
2320002|02320|R|4950600|344000|Rue de Coucy|ANIZY-LE-CHâTEAU
2340001|02340|R|4968900|402200|14 ROUTE DE MONTCORNET|LISLET
2340002|02340|R|4963000|402500|89 Grand Rue|Dizy-le-Gros
2360001|02360|R|4970400|411200|Lieu dit du grand hôtel|Rozoy-sur-Serre
2370005|02370|R|4940563.6006256|351497.54981475|20 AVENUE JEAN JAURES|VAILLY SUR AISNE
2380001|02380|R|4948858|333560|Le Pré Montré|CRECY-AU-MONT
2380002|02380|R|4948900|333600|D1 - LIEU DIT LE PRE MONTRE|Crécy-au-Mont
2390002|02390|R|4983722|349412|Rue du Thil|ORIGNY-SAINTE-BENOITE
2400001|02400|R|4904000|338700|37 Avenue d'Essômes|CHâTEAU-THIERRY
2400002|02400|R|4903422|337869|Avenue du Général de Gaulle|Essômes-sur-Marne
2400004|02400|R|4903700|339000|Z.I rue de la Plaine|CHÂTEAU-THIERRY
2400005|02400|R|4903500|339200|22 Avenue de l'Europe|Château-Thierry
2400007|02400|R|4905531.5837997|339916.61028551|ZC LA MOISERIE ROUTE DE SOISSONS|Château-Thierry
2400008|02400|R|4904300|339500|13 Avenue Jules Lefèbvre|Château-Thierry
2420001|02420|R|4996029|323160|39 Rue de Picardie|Bellicourt
2430001|02430|R|4982606|327920| Rue Auguste Delaune|GAUCHY
2450002|02450|R|5000100|368700|16 RUE DU 2 SEPTEMBRE 1944|LA NEUVILLE-LèS-DORENGT
2450003|02450|R|4997729.68|367681.51|16 RUE DU 2 SEPTEMBRE 1944|La Neuville-lès-Dorengt
2460001|02460|R|4918562|312480|ZI l'Ecorcherie|La Ferté-Milon
2460003|02460|R|4918498.6815428|312137.87735999|12 rue de villers|La Ferté-Milon
2470001|02470|R|4916900|325700|2 RUE Jese RACINE|Neuilly-Saint-Front
2480001|02480|R|4973350.01|324509.89|Avenue de la Victoire|Jussy
2480002|02480|R|4973353.6180498|324505.95752321|Rond point de la victoire|Jussy
2500001|02500|R|4991117.4181842|409008.04252982|AVENUE DE VERDUN|HIRSON
2500002|02500|R|4992073|408392|Rue Charles de Gaulle|HIRSON
2500003|02500|R|4991600|407700|Avenue du General Debeney|HIRSON
2500004|02500|R|4992100|408400|102 RUE CHARLES DE GAULLE|HIRSON
2580002|02580|R|4990354.43|391399.88|14 RUE DU MONVINAGE|ETREAUPONT
2600003|02600|R|4925549.1572959|308299.91297115|85 Rue du General Leclerc|VILLERS-COTTERETS
2600004|02600|R|4925200|305900|RTE NATIONALE 2  CHEMIN DE LA NONNE|VILLERS-COTTERêTS
2600005|02600|R|4924600|309600|36 ROUTE DE LA FERTE MILON|VILLERS-COTTERÊTS
2600006|02600|R|4925600|308000|231rd rue du general leclerc|Villers-Cotterêts
2600007|02600|R|4925600|308300|85 rue du général Leclerc|Villers-Cotterêts
2603001|02600|R|4924000|309800|Avenue de la Ferté Milon|VILLERS-COTTERêTS
2620001|02620|R|4996060.36|382380.07|12 Rue Nationale|Buironfosse
2690001|02690|A|4977752|327799|A 26 - Aire Urvillers|ESSIGNY-LE-GRAND
2690002|02690|A|4977752|327799|AUTOROUTE A26 - AIRE D'URVILLERS|Essigny-le-Grand
2700001|02700|R|4965000|328000|213 Boulevard Gambetta|CONDREN
2800001|02800|R|4965769.35806|338429.761564|Route de LAON - Lieu-dit|CHARMES
2800002|02800|R|4966174|337587|Rue de Danizy|LA FèRE
2800003|02800|R|4966000|334600|Le Chemin Blanc|BEAUTOR
2800004|02800|R|4966023|337185|1 Chemin de Danizy|LA FèRE
2860001|02860|R|4953200|365300|89 RUE PORTE DE LAON|Bruyères-et-Montbérault
2870001|02870|R|4960928.4191713|350526.96871806|1B Rue de Couvron|Crépy
2880001|02880|R|4939825|335632| Rue du Stade|Crouy
3000001|03000|R|4654100|334400|169 ROUTE DE LYON|MOULINS
3000002|03000|R|4656057|332003|8 Avenue de la Libération|MOULINS
3000003|03000|R|4658700|331500|2 Rue Alphonse Daudet|Avermes
3000004|03000|R|4660300|330400|le pré-vert|MOULINS
3000005|03000|R|4656200|332000|16 Route de Montilly|MOULINS
3000006|03000|R|4659071.6994114|332257.07144141|ZAC les portes de l'Allier|Avermes
3100001|03100|R|4634744.38067|260218.545365|Quai ledru Rollin|MONTLUçON
3100002|03100|R|4634300|259200|52 Rue Paul Constans|MONTLUçON
3100004|03100|R|4635228|259095|8 Avenue Albert Thomas|MONTLUCON
3100005|03100|R|4635300|258700|Avenue Pierre Villon|MONTLUçON
3100006|03170|A|4635591|280030|A71 aire de l'Allier Saulzet (sens province paris)|Doyet
3100007|03100|R|4632005.8353029|258098.68850979|345 AVENUE PRESIDENT AURIOL|MONTLUCON
3100008|03100|R|4633362|260087|Rue de la Rotonde|Montluçon
3100009|03100|R|4632800|260900|106 Avenue John Kennedy|Montluçon
3100010|03100|R|4634000|258200|AVENUE JULES GUESDE|MONTLUçON
3110001|03110|R|4615500|339400|19 Route de Saint-Pourçain|CHARMEIL
3110003|03110|R|4619200|326500|24 Village Des Combes|Broût-Vernet
3120001|03120|R|4624800|363000|94 RUE PRESIDENT ROOSEVELT|LAPALISSE
3120002|03120|R|4625590.2605517|362247.03584643|RUE DE VERDUN|LAPALISSE
3120003|03120|R|4625645.3019739|362210.78417659|AVENUE JEAN MASSE|Lapalisse
3120004|03120|R|4624552.2061353|361156.8909912|zac les pres de la grand route|Lapalisse
3120005|03120|R|4624764.6649903|362900.06705522|1 Avenue du 8 Mai 1945|Lapalisse
3130002|03130|R|4634868|379313|11 Avenue Préveraud|Le Donjon
3150001|03150|R|4632200|339200|66, avenue de Chazeuil|VARENNES-SUR-ALLIER
3150002|03150|R|4630871.49268|341231.499107|37 AVENUE DE LYON|VARENNES-SUR-ALLIER
3150004|03150|R|4631907.93278|339336.068494|90 Avenue de Chazeuil|VARENNES-SUR-ALLIER
3150005|03150|R|4631600|339800|98 avenue de Chazeuil|VARENNES-SUR-ALLIER
3150006|03150|R|4632800|338800|11 AV DE CHAZEUIL|VARENNES-SUR-ALLIER
3150007|03150|R|4631800|339800|90 avenue de Chazeuil|Varennes-sur-Allier
3150008|03150|R|4630847.5|341296.4|37 avenue de Lyon|VARENNES SUR ALLIER
3160001|03160|R|4658333|306336|Avenue Emile Guillaumin|BOURBON-L'ARCHAMBAULT
3170001|03170|A|4633510|279688|A71 aire de l'Allier Doyet(sens paris province)|Doyet
3190004|03190|R|4653100|262200|1 route de montluçon|Vallon-en-Sully
3190005|03190|R|4653100|262200|1 ROUTE DE MONTLUCON|VALLON EN SULLY
